# x y z
5.549434 -0.188388 1.804400
4.831046 -2.198193 0.494354
2.960534 -1.464444 2.803749
6.170744 -0.212018 2.156397
8.446112 -2.242440 1.616676
1.846849 -5.077050 2.505359
4.041675 -5.101692 3.525778
2.370213 -2.577766 3.135831
3.500589 -1.972132 1.057282
2.174089 -4.630271 1.974656
3.105435 -1.425213 2.681485
2.285885 -2.374828 1.929737
2.495176 -4.052424 1.524779
2.365142 -4.530027 1.827542
7.269725 -1.788337 0.206496
4.254431 -0.565741 1.747183
1.643484 -4.647608 3.353383
5.571549 -0.945738 0.594461
2.445666 -2.275436 3.024882
5.291512 -5.344399 1.500963
5.246912 -0.477960 0.982821
2.895220 -5.362208 1.939268
2.275554 -3.383080 3.562594
6.311713 -1.808289 2.924410
8.622476 -2.093717 1.091788
3.232565 -3.411357 0.966531
6.497706 -4.529228 1.188283
2.143483 -3.581883 1.658577
7.858613 -2.260463 2.216994
3.601958 -2.361612 0.919802
4.059997 -2.982113 3.662107
6.452904 -4.945130 2.214033
2.084176 -2.263321 2.644924
3.058291 -2.568240 3.557473
5.759824 -2.600629 0.280456
2.918718 -5.070487 3.676023
4.732794 -4.915257 1.168126
4.438257 -4.951322 3.390372
7.684518 -3.992052 1.629685
6.166562 -3.488891 0.353618
3.281647 -4.820150 3.761508
4.018260 -2.675127 0.721895
6.975843 -1.636014 0.237450
3.784238 -5.126427 3.508489
7.574418 -4.060854 1.452134
2.936620 -3.639946 3.709870
5.718171 -0.223801 1.860874
3.071085 -1.353639 2.586652
1.878002 -4.947951 2.375156
6.696361 -3.693726 0.561383
5.466299 -1.783364 3.117890
3.669690 -4.953447 1.342745
6.289546 -5.191902 2.103163
8.001245 -2.300836 0.437722
6.316963 -0.479479 0.618138
8.540947 -2.160590 1.273785
3.736891 -5.043728 3.396122
6.507838 -4.551944 2.699712
7.078922 -1.100928 2.403547
1.815858 -4.922153 2.367211
3.391001 -5.982990 2.741519
4.187744 -2.937103 0.627872
2.095202 -3.559006 3.562882
2.278962 -5.483558 2.303427
2.288809 -5.572448 3.191085
6.902899 -1.232391 0.382950
2.454926 -3.615963 3.603573
4.886150 -0.934921 2.684681
7.549768 -2.489147 2.489452
6.204742 -2.548340 0.342195
4.881364 -2.474097 3.431186
5.176754 -0.700233 0.847038
4.366554 -0.693845 1.325030
1.793539 -4.482330 2.121569
7.667305 -3.301531 0.658382
1.720720 -4.996743 3.179801
7.222802 -0.863599 0.385716
7.723346 -0.664807 0.596262
4.434392 -0.653519 2.403183
7.276269 -3.374695 2.546717
3.679486 -5.662711 3.278554
2.538032 -5.444087 3.261903
2.931235 -2.368200 1.219279
8.043476 -2.283882 2.265510
3.682859 -2.804623 0.835282
7.324498 -3.869309 0.833785
6.321682 -3.078998 0.295382
1.883847 -4.535328 3.479783
8.173939 -2.931588 0.918891
3.471329 -1.171905 2.586522
4.147266 -5.720429 2.075334
7.121665 -0.153644 0.991683
1.567467 -4.633740 2.921896
4.571995 -2.126485 0.581970
7.478142 -0.383147 0.812844
8.271304 -1.105478 1.493670
2.470809 -1.931936 2.542318
3.649380 -4.654860 1.176135
1.670550 -4.148946 3.350980
2.757751 -1.711741 1.733072
5.504736 -2.793082 0.349612
7.453246 -2.432682 0.324229
6.388854 -0.027368 1.240037
1.670861 -3.600387 2.306049
4.260976 -5.609004 3.184102
5.554399 -5.073903 1.320611
2.548629 -2.647649 3.372354
5.861987 -5.068505 1.405336
6.509274 -0.145678 1.642812
2.980200 -2.140887 3.224620
5.548293 -5.446051 1.893000
4.133640 -4.498989 0.866777
7.806904 -3.894737 1.552918
5.727299 -2.426756 3.244724
5.480565 -1.843407 3.212247
7.124102 -0.970781 0.366838
5.279641 -0.610841 2.461604
8.040752 -1.185242 0.598435
2.326651 -4.723946 1.621736
2.277208 -5.029140 3.536353
4.215978 -5.933439 2.547796
1.701377 -3.050798 2.969913
7.841577 -1.356179 2.165850
4.418928 -5.642878 1.980399
7.675736 -0.512537 1.535387
7.964732 -3.437493 1.001454
5.955260 -2.221892 0.250358
1.956216 -5.346799 2.670146
6.744505 -2.763333 2.947841
2.541078 -5.777577 2.869173
3.650378 -4.950596 1.353198
4.895681 -5.503327 2.892462
5.886353 -1.683289 3.010771
5.020291 -4.533422 3.501208
8.307364 -3.081232 1.464751
8.251522 -1.590726 0.578529
1.475791 -3.938267 3.154130
2.981679 -2.366084 3.402436
6.103768 -4.326618 3.034544
3.102550 -4.722973 3.663000
3.607681 -0.844467 1.836809
5.004901 -1.335325 0.559861
5.536439 -0.238548 1.777996
2.115986 -4.101957 1.784243
4.949138 -1.866472 0.422006
8.153533 -0.853773 0.979065
7.664051 -0.498735 1.524225
7.760428 -2.208686 2.343311
7.172101 -0.698903 2.044395
6.945499 -1.019367 2.284944
2.100053 -3.895743 3.603386
4.149211 -0.791797 2.597794
5.449937 -2.876129 0.464240
8.563675 -2.430541 1.551571
2.476248 -3.394337 1.440201
3.056538 -3.746472 1.173113
2.289403 -2.928937 1.525543
7.496053 -0.980162 2.184338
3.407279 -1.593947 3.066880
6.030512 -1.539177 3.044235
5.816762 -2.012357 3.222489
3.542167 -4.424934 3.759370
6.206447 -1.299690 0.444902
6.479652 -1.014826 2.495289
2.617625 -4.064496 3.681661
2.892636 -3.584853 3.663396
5.614476 -1.037185 0.494902
6.870073 -1.834662 0.278925
5.270962 -1.452363 3.039269
4.085027 -1.435544 0.940830
7.024613 -4.468366 1.271084
8.510212 -2.530994 0.904379
2.436651 -3.417275 1.406532
3.660694 -3.314574 0.834713
5.406353 -3.233132 3.542722
4.328822 -4.800511 3.571786
5.397133 -1.218608 2.929391
6.541459 -0.498900 0.721871
1.918287 -3.892800 1.968593
2.426864 -5.640218 2.809259
6.164393 -0.150669 1.178294
4.293094 -2.930297 0.567830
3.313563 -1.821861 3.111253
5.220402 -2.681646 3.548608
1.453924 -4.324633 3.114029
4.094582 -5.837786 2.303374
1.763328 -4.961887 2.724756
4.716121 -1.552654 0.555995
6.667720 -0.603580 0.666909
7.587619 -4.051118 1.519983
1.538038 -4.658667 2.898416
7.660094 -0.335863 1.068822
4.214451 -1.366403 3.060503
6.779029 -4.293084 0.918205
5.163350 -4.000572 0.657060
5.921970 -3.282427 0.396544
3.497675 -5.028274 1.498591
1.583349 -3.623619 3.106901
2.374878 -3.516223 3.665088
5.245180 -1.192388 2.810544
4.229143 -5.753124 2.989873
2.796738 -5.815982 2.591077
5.373509 -1.035502 0.639637
8.143483 -2.980953 1.001791
1.875937 -2.804713 2.196127
7.148976 -1.143204 2.437768
2.266815 -1.953073 2.506308
7.503012 -3.397237 0.608418
8.061756 -2.599297 0.556467
2.340196 -4.345092 1.664370
7.146058 -2.123604 2.665079
6.145677 -3.264336 0.336305
5.227641 -3.452096 0.483122
7.185902 -3.474434 0.551013
2.598329 -2.722874 3.459888
6.371288 -4.908675 2.047031
2.717148 -5.540849 3.205126
5.519116 -5.454453 1.753656
4.963988 -1.726515 0.569244
5.858649 -4.551298 3.147387
7.654804 -2.094073 0.410670
3.917081 -2.662921 0.779756
8.461144 -1.316256 1.185773
2.917858 -3.125428 1.222398
4.641770 -1.553885 0.672476
6.598759 -0.653726 2.329902
6.936090 -4.699129 1.732995
2.467155 -5.205523 2.154381
2.684698 -1.779031 1.938940
3.547981 -5.465931 3.395785
3.323424 -2.692597 1.007819
2.481757 -3.911782 1.553725
8.072586 -3.361562 1.655737
4.473954 -5.677276 2.758905
5.775872 -3.411038 3.314185
2.708845 -5.767611 2.545511
6.431483 -2.237961 0.256586
3.964261 -0.751915 2.012335
3.711833 -0.976940 2.442987
6.221722 -1.211608 0.299609
2.320777 -5.528468 3.076298
3.356057 -5.487561 1.729856
5.757979 -4.670827 3.144317
3.155069 -2.193641 3.354999
8.121053 -0.949748 0.711014
4.862780 -3.906154 3.648761
6.250616 -2.221721 3.042679
3.290511 -2.086864 1.176081
5.192620 -0.387370 1.305919
3.202758 -1.202437 2.444695
2.763552 -3.693825 1.255611
3.710702 -1.017390 1.687082
2.301952 -2.529068 1.779944
4.764201 -4.112300 3.590696
2.076606 -2.356399 2.400403
2.233126 -3.014572 3.408730
7.780935 -0.637604 0.751645
7.117947 -2.700276 0.344746
2.825229 -3.113415 3.738725
4.578229 -3.124870 0.605857
5.647678 -1.874863 0.255088
3.635495 -5.737428 2.257157
7.999120 -3.210896 1.864529
7.636435 -0.702307 0.594056
5.156464 -1.700736 0.408368
5.916801 -0.406920 0.940458
3.257617 -5.587832 1.964221
5.206415 -3.136244 0.446554
1.450892 -3.957294 3.058111
2.884605 -2.674605 1.228636
6.256196 -4.864764 1.288856
6.121004 -5.090173 2.364752
4.059835 -0.958635 2.590690
5.556154 -0.570591 0.838666
1.974544 -2.619520 2.054115
6.347668 -4.721338 1.109714
5.197138 -3.972160 3.539455
4.355496 -5.287863 1.582737
6.908619 -3.901013 0.646742
3.231773 -1.223093 2.139986
2.544515 -2.396402 1.525109
6.944219 -1.279460 0.227849
6.581957 -3.372588 0.353650
2.930988 -5.595482 3.272233
2.969234 -1.595725 2.689562
7.472631 -0.372491 1.571136
5.818523 -4.955928 2.829949
6.033367 -5.101994 1.452812
4.959563 -4.411816 3.430239
4.978486 -0.613381 2.393235
7.963994 -2.400692 2.179147
6.333187 -4.843657 2.645016
4.217771 -5.774694 2.167982
4.041972 -5.752752 1.871228
8.362395 -2.701596 0.878659
6.740869 -2.752232 0.267712
2.920366 -5.862703 2.712624
3.239621 -3.362806 1.032369
4.307927 -3.136106 0.577509
6.569471 -3.476209 3.025030
4.098274 -5.587053 3.070689
7.400223 -0.249334 1.315978
5.919969 -0.313173 0.933504
8.533224 -2.755938 1.328966
7.475797 -2.856553 2.558598
8.470223 -1.937550 1.512396
1.629342 -3.777576 3.184383
6.945418 -4.802933 1.599427
7.435176 -4.045891 1.073420
2.787510 -1.803320 2.949050
5.639340 -2.012560 3.231242
8.207561 -1.135051 0.742113
7.897475 -0.737904 0.658900
3.018364 -5.751121 2.668146
3.960599 -5.992733 2.438815
5.286599 -3.381082 3.563325
3.850877 -1.033101 2.658765
5.459673 -5.433792 1.822853
